app,open,duration,sec
Messages,1/26/2018 20:06,53s,53
Messenger Lite,1/26/2018 20:07,14s,14
Messages,1/26/2018 20:20,31s,31
Messages,1/26/2018 20:25,39s,39
Messages,1/26/2018 20:26,3s,3
WhatsApp,1/26/2018 20:26,2s,2
WhatsApp,1/26/2018 20:26,2s,2
Package installer,1/26/2018 20:26,1s,1
WhatsApp,1/26/2018 20:26,2s,2
Package installer,1/26/2018 20:26,1s,1
WhatsApp,1/26/2018 20:26,28s,28
WhatsApp,1/26/2018 20:27,7s,7
Messages,1/26/2018 20:27,2s,2
Snapchat,1/26/2018 20:40,1s,1
Gmail,1/26/2018 21:06,9s,9
Messages,1/26/2018 21:06,7s,7
WhatsApp,1/26/2018 21:38,41s,41
WhatsApp,1/26/2018 21:39,19s,19
WhatsApp,1/26/2018 21:39,8s,8
Instagram,1/26/2018 22:46,19s,19
Messages,1/26/2018 22:46,44s,44
Snapchat,1/26/2018 23:15,31s,31
Phone,1/26/2018 23:46,13s,13
Messages,1/26/2018 23:47,3s,3
Messages,1/26/2018 23:47,6s,6
Messages,1/27/2018 0:51,8s,8
Gmail,1/27/2018 0:53,17s,17
Snapchat,1/27/2018 1:25,6s,6
Messages,1/27/2018 1:25,47s,47
Snapchat,1/27/2018 1:26,1m 18s,78
Gmail,1/27/2018 1:28,5s,5
Messenger Lite,1/27/2018 1:28,2s,2
Messenger Lite,1/27/2018 1:28,3s,3
Messenger Lite,1/27/2018 1:28,2s,2
Messenger Lite,1/27/2018 1:28,29s,29
Messenger Lite,1/27/2018 1:41,39s,39
Messenger Lite,1/27/2018 1:42,2s,2
Snapchat,1/27/2018 1:42,16s,16
Instagram,1/27/2018 1:42,1m 13s,73
Clock,1/27/2018 8:01,7s,7
Clock,1/27/2018 8:26,9s,9
Snapchat,1/27/2018 8:38,1m 27s,87
Snapchat,1/27/2018 8:39,2s,2
Snapchat,1/27/2018 8:40,11s,11
Clock,1/27/2018 8:40,1s,1
Snapchat,1/27/2018 8:40,16s,16
Instagram,1/27/2018 8:40,5s,5
Instagram,1/27/2018 8:40,2m 19s,139
Snapchat,1/27/2018 8:43,20s,20
Twitter,1/27/2018 8:45,1m 9s,69
Instagram,1/27/2018 8:46,1m 14s,74
Instagram,1/27/2018 8:51,7s,7
Instagram,1/27/2018 8:51,1m 2s,62
Snapchat,1/27/2018 8:52,1m 40s,100
Instagram,1/27/2018 8:54,1m 38s,98
Gmail,1/27/2018 8:55,53s,53
Gmail,1/27/2018 8:56,6s,6
Gmail,1/27/2018 8:56,2s,2
Gmail,1/27/2018 8:56,11s,11
Instagram,1/27/2018 9:01,16s,16
Instagram,1/27/2018 9:07,54s,54
Instagram,1/27/2018 9:08,5s,5
Messages,1/27/2018 9:08,43s,43
Messages,1/27/2018 9:08,9s,9
Android System,1/27/2018 9:09,3s,3
Instagram,1/27/2018 9:09,33s,33
Instagram,1/27/2018 9:09,44s,44
Instagram,1/27/2018 9:10,27s,27
Instagram,1/27/2018 9:10,39s,39
Messages,1/27/2018 9:11,1s,1
Messages,1/27/2018 9:11,2s,2
App Usage Tracker,1/27/2018 9:11,4s,4
Instagram,1/27/2018 9:13,12s,12
Instagram,1/27/2018 9:14,33s,33
Messages,1/27/2018 9:15,1m 16s,76
Messages,1/27/2018 9:16,14s,14
Instagram,1/27/2018 9:16,5s,5
The Weather Channel,1/27/2018 9:17,28s,28
Messages,1/27/2018 9:20,7s,7
Messages,1/27/2018 9:21,33s,33
Messages,1/27/2018 9:21,9s,9
Messages,1/27/2018 9:26,7s,7
Messages,1/27/2018 9:26,6s,6
Messages,1/27/2018 9:26,1m 36s,96
Messages,1/27/2018 9:28,24s,24
Clock,1/27/2018 9:30,5s,5
Clock,1/27/2018 9:33,4s,4
Messages,1/27/2018 9:35,26s,26
Messages,1/27/2018 9:36,1s,1
Messages,1/27/2018 9:36,10s,10
Messages,1/27/2018 9:40,50s,50
Instagram,1/27/2018 9:42,2m 8s,128
Gmail,1/27/2018 9:44,22s,22
Messages,1/27/2018 9:44,11s,11
Gmail,1/27/2018 9:45,2m 5s,125
Messages,1/27/2018 10:01,24s,24
Phone,1/27/2018 10:04,1m 6s,66
Phone,1/27/2018 10:05,1m 13s,73
Phone,1/27/2018 10:12,6s,6
Messages,1/27/2018 10:12,11s,11
Phone,1/27/2018 10:13,1m ,60
Phone,1/27/2018 10:14,1m ,60
Messages,1/27/2018 10:15,52s,52
Snapchat,1/27/2018 10:16,13s,13
Phone,1/27/2018 10:16,10s,10
Snapchat,1/27/2018 10:17,21s,21
Snapchat,1/27/2018 10:18,13s,13
Snapchat,1/27/2018 10:18,55s,55
Netflix,1/27/2018 10:19,6s,6
Netflix,1/27/2018 10:19,2m 28s,148
Snapchat,1/27/2018 10:22,14s,14
Netflix,1/27/2018 10:22,5m 32s,332
Messages,1/27/2018 10:39,15s,15
Netflix,1/27/2018 10:39,4s,4
Tumblr,1/27/2018 10:39,6s,6
Tumblr,1/27/2018 10:40,13s,13
Tumblr,1/27/2018 10:40,1s,1
Tumblr,1/27/2018 10:40,5s,5
Tumblr,1/27/2018 10:40,5s,5
Tumblr,1/27/2018 10:40,4s,4
Tumblr,1/27/2018 10:40,25s,25
Tumblr,1/27/2018 10:40,51s,51
Tumblr,1/27/2018 10:41,27s,27
Tumblr,1/27/2018 10:41,2s,2
Tumblr,1/27/2018 10:42,2s,2
Tumblr,1/27/2018 10:42,1m 7s,67
Tumblr,1/27/2018 10:43,7s,7
Tumblr,1/27/2018 10:43,25s,25
Tumblr,1/27/2018 10:44,3m 16s,196
Tumblr,1/27/2018 10:47,2m 35s,155
Netflix,1/27/2018 10:49,9s,9
Netflix,1/27/2018 10:50,23m 38s,1418
Netflix,1/27/2018 11:13,21m 57s,1317
Netflix,1/27/2018 11:35,21m 57s,1317
Gmail,1/27/2018 11:57,8s,8
System UI,1/27/2018 11:57,1s,1
Netflix,1/27/2018 11:57,24s,24
Netflix,1/27/2018 11:58,21m 53s,1313
Netflix,1/27/2018 12:20,21m 46s,1306
Netflix,1/27/2018 12:41,21m 47s,1307
Netflix,1/27/2018 13:03,19m 54s,1194
Gmail,1/27/2018 13:23,25s,25
Instagram,1/27/2018 13:24,16s,16
WhatsApp,1/27/2018 13:24,22s,22
System UI,1/27/2018 13:24,1s,1
WhatsApp,1/27/2018 13:24,8s,8
Netflix,1/27/2018 13:25,2m 35s,155
Netflix,1/27/2018 13:27,18m 46s,1126
Tumblr,1/27/2018 13:46,11s,11
Tumblr,1/27/2018 13:46,9s,9
Tumblr,1/27/2018 13:46,29s,29
Tumblr,1/27/2018 13:47,6s,6
Tumblr,1/27/2018 13:47,4s,4
Tumblr,1/27/2018 13:47,19s,19
Tumblr,1/27/2018 13:47,15s,15
Tumblr,1/27/2018 13:48,2m 49s,169
Tumblr,1/27/2018 13:50,3m 36s,216
Tumblr,1/27/2018 13:54,17s,17
Tumblr,1/27/2018 13:54,1m ,60
Tumblr,1/27/2018 13:55,35s,35
Tumblr,1/27/2018 13:56,22s,22
Tumblr,1/27/2018 13:56,6s,6
Tumblr,1/27/2018 13:56,13s,13
Tumblr,1/27/2018 13:57,1m 19s,79
Netflix,1/27/2018 13:58,7m 22s,442
Netflix,1/27/2018 14:05,3s,3
Netflix,1/27/2018 14:06,2m 50s,170
Netflix,1/27/2018 14:06,1s,1
Netflix,1/27/2018 14:08,27m 11s,1631
Phone,1/27/2018 14:36,21s,21
Netflix,1/27/2018 14:36,16m 20s,980
Instagram,1/27/2018 14:52,3s,3
Snapchat,1/27/2018 14:53,22s,22
Instagram,1/27/2018 14:53,8s,8
Messages,1/27/2018 15:00,23s,23
Gmail,1/27/2018 15:01,3s,3
Instagram,1/27/2018 15:01,19s,19
Instagram,1/27/2018 15:01,34s,34
Messages,1/27/2018 15:02,3s,3
Messages,1/27/2018 15:02,1s,1
Twitter,1/27/2018 15:02,1s,1
Twitter,1/27/2018 15:02,9s,9
Twitter,1/27/2018 15:02,3s,3
System UI,1/27/2018 15:02,1s,1
Messages,1/27/2018 15:09,20s,20
Messages,1/27/2018 15:13,22s,22
Messages,1/27/2018 15:14,38s,38
Instagram,1/27/2018 15:17,37s,37
Gmail,1/27/2018 15:18,11s,11
Gmail,1/27/2018 15:18,4s,4
Messages,1/27/2018 15:21,24s,24
Gmail,1/27/2018 15:21,1s,1
Instagram,1/27/2018 15:21,2m 6s,126
Messages,1/27/2018 15:24,35s,35
Firefox,1/27/2018 15:26,24s,24
Messages,1/27/2018 15:27,1m 8s,68
Firefox,1/27/2018 15:28,2s,2
Instagram,1/27/2018 15:28,2s,2
Messages,1/27/2018 15:28,1m 15s,75
Messages,1/27/2018 15:29,3s,3
Instagram,1/27/2018 15:30,49s,49
WhatsApp,1/27/2018 15:39,1s,1
WhatsApp,1/27/2018 15:42,7s,7
WhatsApp,1/27/2018 15:43,1s,1
Messages,1/27/2018 15:43,11s,11
Messages,1/27/2018 15:44,3s,3
Twitter,1/27/2018 16:05,8s,8
Twitter,1/27/2018 16:05,1s,1
Messages,1/27/2018 16:05,3s,3
Messages,1/27/2018 16:10,15s,15
Messages,1/27/2018 16:10,25s,25
Messages,1/27/2018 16:11,1m 8s,68
Messages,1/27/2018 16:12,18s,18
Messages,1/27/2018 16:13,1m 4s,64
Messages,1/27/2018 16:14,26s,26
Messages,1/27/2018 16:15,41s,41
Messages,1/27/2018 16:27,2s,2
Pandora,1/27/2018 16:27,6s,6
Netflix,1/27/2018 16:27,2s,2
Netflix,1/27/2018 16:27,21s,21
Netflix,1/27/2018 16:27,6s,6
Netflix,1/27/2018 16:28,48m 42s,2922
System UI,1/27/2018 17:16,1s,1
Messages,1/27/2018 17:16,34s,34
Snapchat,1/27/2018 17:50,20s,20
System UI,1/27/2018 18:28,1s,1
Snapchat,1/27/2018 18:28,1s,1
Instagram,1/27/2018 18:28,7s,7
Gmail,1/27/2018 19:03,6s,6
Messages,1/27/2018 19:07,54s,54
Netflix,1/27/2018 19:08,3s,3
Netflix,1/27/2018 19:08,6m 18s,378
Netflix,1/27/2018 19:14,26s,26
Netflix,1/27/2018 19:15,5s,5
Netflix,1/27/2018 19:15,3m 11s,191
System UI,1/27/2018 19:18,1s,1
System UI,1/27/2018 19:18,1s,1
Instagram,1/27/2018 19:18,8m 35s,515
Instagram,1/27/2018 19:31,5s,5
WhatsApp,1/28/2018 7:04,2s,2
WhatsApp,1/28/2018 7:04,3s,3
Instagram,1/28/2018 7:04,8s,8
WhatsApp,1/28/2018 7:04,4s,4
WhatsApp,1/28/2018 7:04,1s,1
Messages,1/28/2018 7:04,8s,8
Instagram,1/28/2018 7:04,49s,49
Snapchat,1/28/2018 7:05,43s,43
News & Weather,1/28/2018 7:06,7s,7
System UI,1/28/2018 7:06,5s,5
Messages,1/28/2018 7:07,2s,2
Messages,1/28/2018 7:07,3s,3
Messages,1/28/2018 7:07,7s,7
Messages,1/28/2018 7:07,41s,41
Instagram,1/28/2018 7:07,52s,52
Gmail,1/28/2018 7:08,57s,57
Instagram,1/28/2018 7:45,1s,1
Instagram,1/28/2018 7:45,21s,21
Instagram,1/28/2018 7:45,1s,1
Instagram,1/28/2018 7:45,2m 23s,143
Messages,1/28/2018 7:48,29s,29
Maps,1/28/2018 7:49,36s,36
Instagram,1/28/2018 8:13,26s,26
Messages,1/28/2018 8:38,2s,2
Instagram,1/28/2018 8:42,1m 47s,107
Messages,1/28/2018 8:44,2m 29s,149
Messages,1/28/2018 8:47,1m 49s,109
Messages,1/28/2018 8:56,1m 6s,66
Messages,1/28/2018 8:58,5s,5
Messages,1/28/2018 9:06,1m 18s,78
Messages,1/28/2018 9:16,1m 24s,84
Messages,1/28/2018 9:18,17s,17
Phone,1/28/2018 9:22,1s,1
Phone,1/28/2018 9:22,5s,5
Phone,1/28/2018 9:40,4s,4
Instagram,1/28/2018 9:40,3s,3
Messages,1/28/2018 10:49,10s,10
Messages,1/28/2018 10:52,8s,8
Messages,1/28/2018 11:00,1m 6s,66
Messages,1/28/2018 11:17,1m 6s,66
Messages,1/28/2018 11:18,1m ,60
Messages,1/28/2018 11:25,1s,1
Gmail,1/28/2018 11:26,6s,6
Messages,1/28/2018 11:26,2s,2
Messages,1/28/2018 11:44,8s,8
Instagram,1/28/2018 11:44,54s,54
Messages,1/28/2018 11:45,5s,5
Messages,1/28/2018 12:05,18s,18
Messages,1/28/2018 12:10,2s,2
Instagram,1/28/2018 12:10,9s,9
Gmail,1/28/2018 12:10,19s,19
Messages,1/28/2018 12:20,2s,2
Messenger Lite,1/28/2018 12:44,27s,27
Messenger Lite,1/28/2018 12:45,2s,2
Instagram,1/28/2018 13:15,1m 11s,71
Instagram,1/28/2018 13:17,6m 5s,365
Maps,1/28/2018 13:23,16s,16
Instagram,1/28/2018 13:23,47s,47
Instagram,1/28/2018 13:24,35s,35
Messages,1/28/2018 13:28,23s,23
Messages,1/28/2018 13:31,51s,51
Messages,1/28/2018 13:32,3s,3
Phone,1/28/2018 13:57,29s,29
Messages,1/28/2018 13:57,3s,3
Messages,1/28/2018 13:58,2s,2
Contacts,1/28/2018 14:04,5s,5
Contacts,1/28/2018 14:05,1s,1
Maps,1/28/2018 14:10,30s,30
Messages,1/28/2018 14:10,22s,22
Maps,1/28/2018 14:10,5s,5
Instagram,1/28/2018 14:11,13s,13
Instagram,1/28/2018 14:11,9s,9
Maps,1/28/2018 14:11,1m ,60
Maps,1/28/2018 14:17,5s,5
Maps,1/28/2018 14:17,2s,2
Pandora,1/28/2018 14:23,2s,2
Pandora,1/28/2018 14:27,1m 17s,77
Messages,1/28/2018 14:28,2s,2
Pandora,1/28/2018 14:28,1s,1
Pandora,1/28/2018 14:29,1s,1
Pandora,1/28/2018 14:29,1m 4s,64
Pandora,1/28/2018 14:32,2s,2
Gmail,1/28/2018 14:32,5s,5
Maps,1/28/2018 15:10,1s,1
Messages,1/28/2018 15:10,2s,2
Snapchat,1/28/2018 15:10,29s,29
Maps,1/28/2018 15:16,2s,2
Twitter,1/28/2018 15:16,38s,38
Twitter,1/28/2018 15:16,4s,4
Maps,1/28/2018 15:21,6m 7s,367
Messages,1/28/2018 15:27,17s,17
Instagram,1/28/2018 15:27,14s,14
Maps,1/28/2018 15:28,14s,14
Messages,1/28/2018 15:28,9s,9
Maps,1/28/2018 15:28,2s,2
Messages,1/28/2018 15:28,21s,21
Twitter,1/28/2018 15:29,6s,6
Twitter,1/28/2018 15:29,12s,12
Twitter,1/28/2018 15:29,4s,4
Messenger Lite,1/28/2018 15:29,3s,3
System UI,1/28/2018 15:29,1s,1
Messages,1/28/2018 15:29,5s,5
Phone,1/28/2018 15:30,4s,4
Phone,1/28/2018 15:30,2s,2
Phone,1/28/2018 15:32,1s,1
Messenger Lite,1/28/2018 15:32,1s,1
Messenger Lite,1/28/2018 15:32,20s,20
Messages,1/28/2018 16:11,1s,1
Messages,1/28/2018 16:12,14s,14
Messages,1/28/2018 16:12,7s,7
Messages,1/28/2018 16:22,5s,5
Messages,1/28/2018 16:22,2s,2
Messenger Lite,1/28/2018 16:22,3s,3
Snapchat,1/28/2018 16:22,50s,50
Maps,1/28/2018 16:50,4m 47s,287
Maps,1/28/2018 16:56,26s,26
Instagram,1/28/2018 17:21,1m 27s,87
Snapchat,1/28/2018 17:37,9s,9
Gmail,1/28/2018 17:38,13s,13
Calendar,1/28/2018 17:38,17s,17
Instagram,1/28/2018 17:38,4m 4s,244
Snapchat,1/28/2018 17:44,8s,8
Instagram,1/28/2018 17:46,1m 47s,107
System UI,1/28/2018 17:48,1s,1
Instagram,1/28/2018 17:50,2m 44s,164
Instagram,1/28/2018 19:11,6m 13s,373
Instagram,1/28/2018 19:17,3s,3
Phone,1/28/2018 20:14,28s,28
Gmail,1/28/2018 20:15,6s,6
Gmail,1/28/2018 20:15,1s,1
Contacts,1/28/2018 20:26,6s,6
Phone,1/28/2018 20:26,3s,3
Phone,1/28/2018 20:29,2s,2
Phone,1/28/2018 20:30,1s,1
Phone,1/28/2018 20:30,11s,11
Phone,1/28/2018 20:30,2s,2
Maps,1/28/2018 20:31,6m 29s,389
Maps,1/28/2018 21:04,2s,2
Messages,1/28/2018 21:08,19s,19
Maps,1/28/2018 21:08,1s,1
Instagram,1/28/2018 21:14,1s,1
Instagram,1/28/2018 21:14,6s,6
Instagram,1/28/2018 21:15,4s,4
Messages,1/28/2018 21:15,6s,6
Instagram,1/28/2018 21:15,1s,1
Instagram,1/28/2018 21:27,3s,3
Instagram,1/28/2018 21:27,9s,9
Instagram,1/28/2018 21:28,6s,6
Instagram,1/28/2018 21:28,5s,5
Messages,1/28/2018 21:28,23s,23
Gmail,1/28/2018 21:28,26s,26
Gmail,1/28/2018 21:29,4s,4
Instagram,1/28/2018 21:29,3s,3
Instagram,1/28/2018 21:29,25s,25
Firefox,1/28/2018 21:30,54s,54
Messages,1/28/2018 21:35,3s,3
Messages,1/28/2018 21:35,10s,10
Messages,1/28/2018 21:35,6s,6
Instagram,1/28/2018 21:35,41s,41
The Weather Channel,1/28/2018 21:36,1s,1
The Weather Channel,1/28/2018 21:36,1m 41s,101
The Weather Channel,1/28/2018 21:38,18s,18
Instagram,1/28/2018 21:38,11m 43s,703
Instagram,1/29/2018 1:42,12s,12
Gmail,1/29/2018 1:42,33s,33
Instagram,1/29/2018 1:42,13m 32s,812
Instagram,1/29/2018 1:56,34s,34
Instagram,1/29/2018 1:56,16m 1s,961
System UI,1/29/2018 2:13,1s,1
Netflix,1/29/2018 2:13,2s,2
Netflix,1/29/2018 2:13,7s,7
Netflix,1/29/2018 2:13,21m 15s,1275
Netflix,1/29/2018 2:45,21m 21s,1281
Netflix,1/29/2018 2:55,11m 38s,698
Clock,1/29/2018 6:34,9s,9
Clock,1/29/2018 6:34,1s,1
Tumblr,1/29/2018 6:44,6s,6
Tumblr,1/29/2018 6:44,9s,9
Tumblr,1/29/2018 6:45,3m 58s,238
Tumblr,1/29/2018 6:49,39s,39
Tumblr,1/29/2018 6:49,1m 21s,81
Tumblr,1/29/2018 6:51,1m ,60
Tumblr,1/29/2018 6:52,24s,24
Tumblr,1/29/2018 6:52,29s,29
Tumblr,1/29/2018 6:53,47s,47
Tumblr,1/29/2018 6:53,54s,54
Tumblr,1/29/2018 6:54,17s,17
Tumblr,1/29/2018 6:55,1m 57s,117
Tumblr,1/29/2018 6:56,34s,34
Tumblr,1/29/2018 6:57,12s,12
Tumblr,1/29/2018 6:57,17s,17
Tumblr,1/29/2018 6:58,17s,17
Tumblr,1/29/2018 6:58,1m 2s,62
Tumblr,1/29/2018 6:59,2m ,120
Tumblr,1/29/2018 7:01,3s,3
Tumblr,1/29/2018 7:01,2s,2
Tumblr,1/29/2018 7:01,42s,42
Tumblr,1/29/2018 7:02,1m 15s,75
System UI,1/29/2018 7:03,1s,1
Gmail,1/29/2018 7:03,30s,30
Instagram,1/29/2018 7:04,1m 36s,96
Twitter,1/29/2018 7:06,2m 7s,127
Twitter,1/29/2018 7:06,17s,17
Messenger Lite,1/29/2018 7:28,1s,1
Messages,1/29/2018 7:28,1s,1
Keep,1/29/2018 7:34,1m ,60
Instagram,1/29/2018 7:35,3s,3
Instagram,1/29/2018 7:36,15s,15
Instagram,1/29/2018 7:36,12s,12
System UI,1/29/2018 7:37,1s,1
Gmail,1/29/2018 7:39,1m ,60
Gmail,1/29/2018 7:42,1s,1
Gmail,1/29/2018 7:42,4s,4
Instagram,1/29/2018 7:42,45s,45
Twitter,1/29/2018 7:43,17s,17
Twitter,1/29/2018 7:43,1s,1
Twitter,1/29/2018 7:43,1m 16s,76
Firefox,1/29/2018 7:44,4m 52s,292
Twitter,1/29/2018 7:49,10s,10
Firefox,1/29/2018 7:49,1s,1
Wikipedia,1/29/2018 7:49,16s,16
Wikipedia,1/29/2018 7:57,5m ,300
Wikipedia,1/29/2018 8:02,2s,2
Phone,1/29/2018 8:17,1m 7s,67
Phone,1/29/2018 8:18,1m 10s,70
Phone,1/29/2018 8:25,2s,2
Phone,1/29/2018 8:53,5s,5
Messenger Lite,1/29/2018 8:53,9s,9
Gmail,1/29/2018 8:55,25s,25
Calendar,1/29/2018 8:56,35s,35
Instagram,1/29/2018 8:56,8s,8
Messages,1/29/2018 8:57,42s,42
Messages,1/29/2018 8:58,1s,1
Firefox,1/29/2018 9:00,1m 53s,113
Contacts,1/29/2018 9:02,5s,5
Phone,1/29/2018 9:02,3s,3
Phone,1/29/2018 9:12,1s,1
Phone,1/29/2018 9:15,1s,1
Phone,1/29/2018 9:18,1s,1
Gmail,1/29/2018 9:18,6s,6
Gmail,1/29/2018 9:18,23s,23
Gmail,1/29/2018 9:19,1m 3s,63
Gmail,1/29/2018 9:21,1s,1
Gmail,1/29/2018 9:22,1s,1
Gmail,1/29/2018 9:22,9s,9
Gmail,1/29/2018 9:22,2s,2
System UI,1/29/2018 9:22,4s,4
Gmail,1/29/2018 9:24,2s,2
Calendar,1/29/2018 9:35,2s,2
Instagram,1/29/2018 9:35,3s,3
Instagram,1/29/2018 9:42,10s,10
Gmail,1/29/2018 10:17,2m ,120
Gmail,1/29/2018 10:30,1m 2s,62
Gmail,1/29/2018 10:31,1m 8s,68
Gmail,1/29/2018 10:50,47s,47
Gmail,1/29/2018 10:50,18s,18
Gmail,1/29/2018 10:51,1m 3s,63
Gmail,1/29/2018 10:52,2s,2
Messages,1/29/2018 11:02,6s,6
Gmail,1/29/2018 11:06,1m 20s,80
Gmail,1/29/2018 11:08,1m 1s,61
Gmail,1/29/2018 11:17,1m 34s,94
Camera,1/29/2018 11:18,2s,2
Gmail,1/29/2018 11:25,3s,3
Instagram,1/29/2018 11:26,10s,10
Gmail,1/29/2018 11:27,28s,28
Instagram,1/29/2018 11:30,1m 9s,69
Pandora,1/29/2018 11:31,2s,2
Pandora,1/29/2018 11:51,1m 27s,87
Pandora,1/29/2018 12:08,2s,2
Messages,1/29/2018 12:08,8s,8
Pandora,1/29/2018 12:08,3s,3
Messenger Lite,1/29/2018 12:08,18s,18
Messenger Lite,1/29/2018 12:09,11s,11
Messenger Lite,1/29/2018 12:09,3s,3
Messenger Lite,1/29/2018 12:09,3s,3
System UI,1/29/2018 12:09,1s,1
Twitter,1/29/2018 12:11,10s,10
System UI,1/29/2018 12:11,1s,1
Gmail,1/29/2018 12:12,10s,10
Gmail,1/29/2018 12:12,5s,5
Gmail,1/29/2018 12:16,1s,1
Gmail,1/29/2018 12:16,1s,1
Pandora,1/29/2018 12:16,1s,1
Pandora,1/29/2018 12:18,3s,3
Pandora,1/29/2018 12:18,2s,2
Gmail,1/29/2018 12:18,18s,18
Messages,1/29/2018 12:23,17s,17
Messages,1/29/2018 12:23,1s,1
Twitter,1/29/2018 12:25,3s,3
Twitter,1/29/2018 12:25,8s,8
Twitter,1/29/2018 12:25,7s,7
Twitter,1/29/2018 12:25,3s,3
Twitter,1/29/2018 12:25,7s,7
Twitter,1/29/2018 12:30,16s,16
Instagram,1/29/2018 12:30,14s,14
Instagram,1/29/2018 12:30,1s,1
Instagram,1/29/2018 12:30,1s,1
Keep,1/29/2018 12:30,3s,3
Keep,1/29/2018 12:42,1s,1
Calendar,1/29/2018 12:42,15s,15
Calendar,1/29/2018 12:42,7s,7
Pandora,1/29/2018 12:42,2s,2
Pandora,1/29/2018 12:47,1m 27s,87
Messages,1/29/2018 12:51,10s,10
Pandora,1/29/2018 12:55,2s,2
Venmo,1/29/2018 13:28,16s,16
Instagram,1/29/2018 13:29,1m 3s,63
Instagram,1/29/2018 13:31,54s,54
Instagram,1/29/2018 13:45,28s,28
Twitter,1/29/2018 14:50,1s,1
Twitter,1/29/2018 14:50,21s,21
Gmail,1/29/2018 14:52,16s,16
Gmail,1/29/2018 14:53,1s,1
Gmail,1/29/2018 14:53,1s,1
Pandora,1/29/2018 14:53,2s,2
Pandora,1/29/2018 14:55,4s,4
Pandora,1/29/2018 15:05,26s,26
Pandora,1/29/2018 15:10,1m 1s,61
Messages,1/29/2018 15:11,2s,2
Messages,1/29/2018 15:11,58s,58
Contacts,1/29/2018 15:12,12s,12
Contacts,1/29/2018 15:13,1s,1
Messages,1/29/2018 15:16,1m 25s,85
Messages,1/29/2018 15:17,1s,1
Messenger Lite,1/29/2018 15:17,21s,21
Messenger Lite,1/29/2018 15:18,2s,2
Messenger Lite,1/29/2018 15:18,8s,8
Messenger Lite,1/29/2018 15:18,1m ,60
Messenger Lite,1/29/2018 15:23,1s,1
The Weather Channel,1/29/2018 15:23,58s,58
The Weather Channel,1/29/2018 15:23,2s,2
The Weather Channel,1/29/2018 15:24,1s,1
Messages,1/29/2018 15:24,12s,12
Messenger Lite,1/29/2018 15:25,1s,1
Messages,1/29/2018 15:25,40s,40
Messenger Lite,1/29/2018 15:25,4s,4
Instagram,1/29/2018 15:26,1m 34s,94
Pandora,1/29/2018 15:27,32s,32
Pandora,1/29/2018 15:30,1s,1
Messages,1/29/2018 15:30,2s,2
Messages,1/29/2018 15:31,1s,1
Messages,1/29/2018 15:31,1m 36s,96
Messages,1/29/2018 15:35,5s,5
Messages,1/29/2018 15:35,2s,2
Firefox,1/29/2018 15:35,5s,5
Firefox,1/29/2018 15:36,3m 41s,221
Firefox,1/29/2018 15:39,3s,3
Firefox,1/29/2018 15:47,1m 3s,63
Netflix,1/29/2018 15:49,4s,4
Netflix,1/29/2018 15:49,9m 50s,590
Netflix,1/29/2018 15:59,4m 43s,283
Messages,1/29/2018 16:04,3s,3
Messages,1/29/2018 16:04,4s,4
Android System,1/29/2018 16:04,2s,2
Messages,1/29/2018 16:04,5s,5
Netflix,1/29/2018 16:04,9s,9
Netflix,1/29/2018 16:04,7m 49s,469
Clock,1/29/2018 16:12,18s,18
Netflix,1/29/2018 16:12,8m 9s,489
Instagram,1/29/2018 16:21,8s,8
Instagram,1/29/2018 16:21,34s,34
Netflix,1/29/2018 16:21,1m 8s,68
Netflix,1/29/2018 16:23,10m 45s,645
Snapchat,1/29/2018 16:33,1m 10s,70
Messenger Lite,1/29/2018 16:35,3s,3
Messenger Lite,1/29/2018 16:35,7s,7
Messages,1/29/2018 16:35,5s,5
Drive,1/29/2018 16:35,27s,27
Messages,1/29/2018 16:35,1s,1
Drive,1/29/2018 16:35,34s,34
Drive,1/29/2018 16:36,1s,1
Messages,1/29/2018 16:36,4s,4
Messages,1/29/2018 16:36,16s,16
Drive,1/29/2018 16:36,1s,1
Drive,1/29/2018 16:36,19s,19
Drive,1/29/2018 16:37,8s,8
Android System,1/29/2018 16:37,2s,2
Messages,1/29/2018 16:37,17s,17
Drive,1/29/2018 16:37,2s,2
Messages,1/29/2018 16:37,1s,1
Drive,1/29/2018 16:37,1m 1s,61
Drive,1/29/2018 16:37,1s,1
Drive,1/29/2018 16:38,4s,4
Android System,1/29/2018 16:38,1s,1
Messages,1/29/2018 16:38,12s,12
Drive,1/29/2018 16:39,1s,1
Drive,1/29/2018 16:39,53s,53
Drive,1/29/2018 16:40,2s,2
Android System,1/29/2018 16:40,1s,1
Instagram,1/29/2018 16:40,37s,37
Instagram,1/29/2018 16:40,10s,10
Drive,1/29/2018 16:40,1s,1
Messages,1/29/2018 16:41,1s,1
Messages,1/29/2018 16:41,16s,16
Instagram,1/29/2018 16:41,22s,22
Messages,1/29/2018 16:41,10s,10
Netflix,1/29/2018 16:41,5s,5
Instagram,1/29/2018 16:42,1s,1
Instagram,1/29/2018 16:42,32s,32
Messages,1/29/2018 16:42,7s,7
Gmail,1/29/2018 16:42,6s,6
Snapchat,1/29/2018 16:43,6s,6
Netflix,1/29/2018 16:43,2m 15s,135
Messages,1/29/2018 16:45,5s,5
Dropbox,1/29/2018 16:45,22s,22
Dropbox,1/29/2018 16:46,15s,15
Netflix,1/29/2018 16:46,5m 15s,315
Messenger Lite,1/29/2018 16:51,2s,2
